"id","legacyId","firstName","lastName","department","avgRating","avgDifficulty","numRatings","wouldTakeAgainPercent","ratings_r1","ratings_r2","ratings_r3","ratings_r4","ratings_r5","ratings_total","attendance_yes","attendance_no","attendance_neither","credit_yes","credit_no","credit_neither","tag_1_name","tag_1_count","tag_2_name","tag_2_count","tag_3_name","tag_3_count","tag_4_name","tag_4_count","tag_5_name","tag_5_count"
"VGVhY2hlci0xNTM4NjA3","1538607","Gabriela","Caballero","Linguistics","4.4","1.9","13","-1","","","","","","","4","0","2","","","","","","","","","","","","",""
"VGVhY2hlci0zMDc2Nzc1","3076775","Timothy","Gmeiner","Music","4.9","1.9","7","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xMTIzMTkz","1123193","Olga","Dudko","Physics","4.3","2.9","53","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xNTQ4MTEz","1548113","Suzan","Dennis","Accounting","3.9","2.3","17","50","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yMDIzNjYy","2023662","Julie","Burelle","Theater","4.6","1.7","10","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNTg2OTE0","2586914","Xinwei","Ma","Economics","3.6","3.1","20","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNzgxOTk3","2781997","Dylan","Gilbert","Physics","4.7","2.9","43","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNzA4NTgx","2708581","John","Tat","Biological Sciences","4.7","3.1","9","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yOTk3MDMw","2997030","Deepam","Gupta","Biology","5","2.5","2","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0zMTEyOTgz","3112983","Roxanne Nauman","Nauman","Chemistry","5","3","2","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0zMTEzNDg3","3113487","Mitra ","Hooshmandi ","Anthropology","1","5","1","-1","","","","","","","","","","1","0","0","","","","","","","","","",""
"VGVhY2hlci0yNzA0NDc3","2704477","Samuel Jude","Gaffney","Communication","5","3","1","100","","","","","","","","","","1","1","0","","","","","","","","","",""
"VGVhY2hlci0xMjU2MzY=","125636","Bennett","Chow","Mathematics","2.9","3","84","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xMDM0ODc1","1034875","David","Fisk","Political Science","4.3","2.7","78","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xNDEzMTI5","1413129","Gerald M.","Hendrickson","History","4.4","2.3","26","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0zMTEzMzM4","3113338","Haiwen","Luan","Engineering","5","3","1","-1","","","","","","","","","","1","0","0","","","","","","","","","",""
"VGVhY2hlci0zMTAyMzM4","3102338","Tobias","Watson","Sociology","5","2","3","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yOTE3MTk5","2917199","Shaowei","Li","Chemistry","5","3.7","3","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yMTEzNTA5","2113509","Vitaliy","Lomakin","Engineering","3.7","4.2","6","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0zMTEzMTcy","3113172","Adam","Suhl","Computer Science","5","4","1","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yODkxMTYx","2891161","Davide ","Davide Parise","Mathematics","3.4","3.4","25","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xNDU2ODQ0","1456844","Gen-Sheng","Feng","Chemistry","2.9","3.5","18","-1","","","","","","","2","0","12","","","","","","","","","","","","",""
"VGVhY2hlci0yNjY2NjI3","2666627","Mohandas","Pillai","Mathematics","4.6","3.1","10","-1","0","0","1","2","7","10","","","","","","","","","","","","","","","",""
"VGVhY2hlci00NDM1NDk=","443549","Pavel","Pevzner","Computer Science","2.3","4","16","0","10","0","1","0","5","16","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xNjQ1Njgx","1645681","Vineet","Bafna","Computer Science","2.4","3.5","6","60","","","","","","","2","0","1","","","","","","","","","","","","",""
"VGVhY2hlci0yOTU4OTUz","2958953","Adrian","Vega","English","3.5","2.5","4","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci05MDA3MjU=","900725","Augusto","Nieto Barthaburu","Economics","3.1","2.7","43","-1","10","5","5","11","12","43","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNDY5MDkx","2469091","Ken","Wilbur","Business","1.9","3.6","12","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNDY3MjA5","2467209","Shannon","Ellis","Cognitive Science","4.6","2.5","59","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNjM5MDIy","2639022","Kyle","Shannon","Cognitive Science","3.5","2.5","25","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci04MTgwMzE=","818031","Sheila","Sarkar","Education","2","2.7","10","-1","4","3","1","2","0","10","","","","1","0","9","","","","","","","","","",""
"VGVhY2hlci0yODI5NTAw","2829500","Barna","Saha","Computer Science","2","4.1","35","-1","","","","","","","4","0","3","","","","","","","","","","","","",""
"VGVhY2hlci0xMTE3NTU2","1117556","Sanjiv","Erat","Management","3.7","2.9","8","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xMjU4MjI4","1258228","Jose","Fuste","Ethnic Studies","4.8","2.4","16","-1","","","","","","","","","","","","","Get ready to read","8","Amazing lectures ","6","Gives good feedback","3","Caring","3","Group projects","2"
"VGVhY2hlci0yMzkxMTc2","2391176","Leila","Whitley","Gender Studies","4.1","2.7","9","-1","0","1","1","3","4","9","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNzcwNjQ0","2770644","Nikolay","Atanasov","Engineering","4.8","4.1","9","-1","0","0","0","2","7","9","0","0","0","","","","","","","","","","","","",""
"VGVhY2hlci0zMDYwNzg5","3060789","Catherine","Tallman","Psychology","4.9","2.5","8","-1","0","0","0","1","7","8","0","0","0","","","","","","","","","","","","",""
"VGVhY2hlci0yNjIxODg3","2621887","Sari","Metwalli","Biology","2.7","3.4","9","-1","2","4","0","1","2","9","","","","","","","","","","","","","","","",""
"VGVhY2hlci0zMDE4NDEx","3018411","Vu Quang","Nguyen","Biology","2.3","3.4","11","-1","","","","","","","9","0","1","10","1","0","","","","","","","","","",""
"VGVhY2hlci0xNjk1Nzcw","1695770","Allen","Bolar","Political Science","4.2","2.8","6","100","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0zODgxMjg=","388128","George","Papen","Engineering","4.4","2.7","19","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xODY5OTk4","1869998","Shadi","Dayeh","Engineering","4.9","3.4","8","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0zNTI4MTk=","352819","Michael","Hardimon","Philosophy","3.4","3.9","26","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yMjEzNTUw","2213550","Amir","Mohammadi","Mathematics","3.7","3.7","32","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xODAyMzk1","1802395","Justin","Opatkiewicz","Engineering","4.7","3","25","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci00MTgyODA=","418280","Michael","Gorman","Psychology","3","3.6","60","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNTMxNzU0","2531754","Frederick","Manners","Mathematics","4","3.7","13","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xMjYzMjk=","126329","David","Borgo","Music","4.1","1.8","64","-1","","","","","","","16","0","39","","","","","","","","","","","","",""
"VGVhY2hlci0yODgxNzQ5","2881749","Andreas","Ernst  ","Biology","4.9","2.6","18","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNjgzODAx","2683801","Emma","Farley","Biology","4.6","2.9","9","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNTQ5NDI2","2549426","Barry","Grant","Biological Sciences","3.9","3.3","7","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xNTE2MDU4","1516058","Goran","Bozinovic","Biology","3.6","3.6","72","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xMTExMDU0","1111054","Giacomo","Rondina","Economics","3.5","4","49","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci03MTQ0OTE=","714491","Gentry","Patrick","Biology","3.5","3.1","59","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNzgzMzI4","2783328","Muller","Keith","Computer Science","3.1","4.3","31","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNjYxODU4","2661858","Zal","Phiroz","Management","3.7","3.3","16","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0zMTA5OTQ3","3109947","Michael","Holmes","Urban Studies","5","3","1","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNjA4ODM2","2608836","Sami","Ortoleva","Physics","2.6","4.6","11","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xMzg2ODI4","1386828","Shelley","Halpain","Biology","2.6","3.4","55","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yMzI0NzA4","2324708","George","Porter","Computer Science","4.6","2.8","9","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci05NzEzNjU=","971365","Avi","Yagil","Physics","2.2","3.6","42","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xODIwMDI0","1820024","Makeba","Jones","Education","5","1.7","29","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0zMDQ2NDc4","3046478","Patrick ","Hiatt","Mathematics","3.4","3.3","25","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xODk3MzE0","1897314","Joseph","Oconnor","Chemistry","3","4.1","21","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNDYzMTY4","2463168","Ludmil","Alexandrov","Engineering","4.7","4.4","19","-1","0","1","0","2","16","19","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yODkzMjA3","2893207","Patricia","Marechal","Philosophy","4.9","2.4","8","-1","","","","","","","1","0","0","","","","","","","","","","","","",""
"VGVhY2hlci0yOTE0NTQ0","2914544","Jill","Wildonger","Biology","5","2.6","7","-1","","","","","","","0","0","0","","","","","","","","","","","","",""
"VGVhY2hlci0zMTA3MDg0","3107084","Sean","Sprague","Visual Arts","5","1.5","2","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xMTAwNDI4","1100428","Clinton","Tolley","Philosophy","3.8","2.4","17","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xODg1NTM4","1885538","Rana","Salimi","Languages","4.3","1.8","6","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci01NjY4Njc=","566867","Bo","Li","Mathematics","3.4","3.3","54","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xODMxOTI5","1831929","Claus","Sorensen","Mathematics","2.7","3.8","38","60","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yMjM4MzA1","2238305","Jordan","Rose","Visual Arts","4.4","2.1","23","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNTQ0OTcw","2544970","Nidhi","Ahuja","Biology","4.4","3","22","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yOTY2MjY1","2966265","Alex","Snoeren","Computer Science","4.8","5","4","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0zMTA5Mjc4","3109278","Andrew","Devereux","History","5","2","1","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xMDY1MjIz","1065223","Mark","Hanna","History","4","2.6","47","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNTg2Nzk=","258679","Nathan","Delson","Engineering","3.2","3.3","42","-1","","","","","","","","","","22","1","27","","","","","","","","","",""
"VGVhY2hlci0zMTA4MDgw","3108080","Christopher","Xue","Mathematics","3.3","3","3","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xMzYzOTg3","1363987","Antony","Lyon","Humanities","4.1","3.3","69","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci00OTI1NDg=","492548","David","Serlin","Communication","3.1","3.4","64","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xMDAzOTA3","1003907","Joseph","Simpson","Chemistry","2.8","3.4","53","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xMjY5ODIz","1269823","Karthik","Muralidharan","Economics","3.3","4.2","21","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xMTE5Mzcz","1119373","John","Wixted","Psychology","3.9","3.4","45","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci03NDUxODU=","745185","Gedeon","Deak","Social Science","3.2","2.6","27","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNjg3NDg2","2687486","Nathan","Romero","Chemistry","2.4","4.4","18","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNjc1NTQy","2675542","David","Arnold","Economics","4.2","3.3","17","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNTc3Mjg5","2577289","Yi-Zhuang","You","Physics","4.3","2","6","83.3333","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0zNjg1NzA=","368570","Andy","Kehler","Linguistics","4.7","2.3","81","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yMzQyMTQ5","2342149","Sicun","Gao","Computer Science","4.9","2.8","47","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xODEyMTgy","1812182","Anthony","Mrse","Chemistry","4.2","3.4","15","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0zMTAzMjY5","3103269"," Scott","Biering","Biology","5","2.1","12","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yOTg3NjM4","2987638","Shermin","De Silva","Biology","1.7","4.2","10","-1","","","","","","","","","","10","0","0","Participation matters","3","Group projects","3","EXTRA CREDIT","2","Lots of homework","2","Lecture heavy","2"
"VGVhY2hlci0yNTgwMzEw","2580310","Nicole","Miller","Art","1","3.6","8","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0zMDE5MzQ1","3019345","Monique","Smith","Biology","4.1","2.6","7","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0zMTA3MTkw","3107190","Kate","Metcalf","Communication","4.3","1.3","3","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0zMTA4OTk1","3108995","Tania","Delgado","Cognitive Science & Computer Engineering","3","3","1","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci01NzcxOA==","57718","Rick","Grush","Philosophy","4.3","2.6","160","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yMTg2OTQ4","2186948","Tin","Lam","Chemistry","3.2","3.7","54","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xMTg4NjY=","118866","Marc","Meyers","Engineering","3","1.9","23","-1","","","","","","","","","","","","","Get ready to read","2","Inspirational","2","Hilarious","2","Tough grader","1","Skip class? You won't pass.","1"
"VGVhY2hlci0zMDc2MDE5","3076019","Asif","Shakeel","Mathematics","1.1","4.6","19","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNTUwNDQ4","2550448","Rihan","Yeh","Anthropology","3.6","3.1","16","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yMDE1MzQ2","2015346","Viswanathan Vish","Krishnan","Management","4.5","2.9","15","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci04MjczMTM=","827313","Patrick","Fitzsimmons","Mathematics","3.9","2.9","13","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0zMDIwMzg0","3020384","Anthony","Sanchez","Mathematics","4.3","4.6","12","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yODA2NjMy","2806632","Juan","Herreno","Economics","3.5","3.5","6","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNjU5Mzk1","2659395","Audrey","Voyles","Accounting","2.3","4","3","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci04ODkwMzY=","889036","Laura","Stevens","Mathematics","4.7","2.5","224","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xNTQ0MzM=","154433","Kathleen","French","Biology","3","3.8","149","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci00MTY4MjU=","416825","Vivek","Sharma","Physics","3.1","4","98","-1","","","","","","","","","","57","2","42","Tough grader","29","Get ready to read","14","Clear grading criteria","13","Tests are tough","11","Lots of homework","6"
"VGVhY2hlci0xNTUyMDg=","155208","Justin","Roberts","Mathematics","3.1","3","76","-1","","","","","","","4","0","57","29","1","51","","","","","","","","","",""
"VGVhY2hlci0yMzY0NzM4","2364738","Galia","Debelouchina","Chemistry","4.5","3.2","34","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xODA3MjM1","1807235","Tom","Wong","Political Science","4.5","2.3","32","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yODgzOTMz","2883933","Michael","Morshed","English","4.5","2.9","17","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yMjk2MzU2","2296356","Carsten","Zimmermann","Management","3.8","2.4","14","78.5714","","","","","","","10","0","0","","","","","","","","","","","","",""
"VGVhY2hlci0yNDI3NzM3","2427737","April","Sutton","Sociology","3.9","2.6","8","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNjc5NTUx","2679551","Zhu","Kevin","Business","1.8","3","6","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yODA2NjI3","2806627","Holly","Okonkwo","Ethnic Studies","5","2","1","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci01NzQ2MDU=","574605","Kuiyi","Shen","Art History","3.8","1.8","69","-1","3","5","13","19","29","69","","","","","","","EXTRA CREDIT","20","Lecture heavy","10","Clear grading criteria","8","Graded by few things","8","Participation matters","4"
"VGVhY2hlci0xMDQwMzg=","104038","Daniel","Donoghue","Chemistry","4.5","1.8","58","90.9091","0","1","3","15","39","58","4","0","47","11","0","46","Group projects","5","Inspirational","3","Caring","3","Amazing lectures ","2","Respected","2"
"VGVhY2hlci0zMDE5Mjcw","3019270","Nadia","Brashier","Psychology","5","2.1","9","-1","","","","","","","","","","9","0","0","","","","","","","","","",""
"VGVhY2hlci0yOTk5MzAz","2999303","Noah","Rose","Biology","4.3","2.8","4","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci05NjAzMTQ=","960314","Yimin","Zou","Biology","2.9","2.7","25","-1","4","6","5","5","5","25","","","","","","","","","","","","","","","",""
"VGVhY2hlci04MTQ5MzM=","814933","Ethan","Bier","Biology","3","3","23","50","","","","","","","","","","10","0","16","Tough grader","1","Skip class? You won't pass.","1","Clear grading criteria","1","Lots of homework","1","Test heavy","1"
"VGVhY2hlci02MjkzNTE=","629351","Bellare","Mihir","Computer Science","2.6","4.4","10","42.8571","","","","","","","","","","","","","Tough grader","2","Skip class? You won't pass.","1","Lots of homework","1","Lecture heavy","1","",""
"VGVhY2hlci0zMDgwODI2","3080826","Ching","Ho","Mathematics","4.7","3","3","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNDYzNDky","2463492","Kumar","Rakesh","Computer Science","1.5","2.5","2","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0zMDgyMDU4","3082058","Tatum","Simonson","Anthropology","3","4","1","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xMTk2MDIw","1196020","Dennis","Childs","Literature","4.4","3.2","30","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0zMTA4MDY2","3108066","Vineet","Augustine","Biological Sciences","5","2","3","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNTc1MDU2","2575056","Cressida","Madigan","Biological Sciences","3.9","2.1","22","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yMzU0Nzk4","2354798","Wilfrido","Terrazas perez","Music","4.8","1.1","18","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNDY1NDc4","2465478","Judson","Boomhower","Economics","3.8","3.8","14","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yMzI2MTUy","2326152","Paul","Kaplan","Psychology","3.1","2.4","10","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yMDk2NDc=","209647","Andrew","Kummel","Chemistry","3.8","3.6","244","-1","17","28","38","45","116","244","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xODc4NTg=","187858","Charles","Perrin","Chemistry","3.7","3.8","96","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yMjQwNDM2","2240436","Craig","Eberhard","Business","2.3","3.8","71","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci05NTgxMTE=","958111","Sorin","Lerner","Computer Science","3.9","3","24","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xMDg4NjU2","1088656","Tyagarajan","Somasundaram","Management","3.4","3.2","20","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNzA0ODIy","2704822","Adena","Schachner","Psychology","5","2.7","13","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0zMDE4OTcx","3018971","Carlos","Gould","Public Health","3.8","3.3","11","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yOTkyMjc5","2992279","Aubrey","Lau","Psychology","2.3","4.3","12","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNDcxMDY5","2471069","Jeffrey","Klaas","Management","3.2","2.8","10","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0zMDU3NDI5","3057429","Alejandrina","Medina","Music","2.8","1.8","6","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0zMDIzMzk4","3023398","Adriana ","Echeverria ","Ethnic Studies","3.3","3","4","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNjYxMDE5","2661019","Tania","Morimoto","Engineering","3","4","4","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNDczNDU0","2473454","Enfu","Hui","Biological Sciences","4.8","3.8","14","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci05NzQyMzc=","974237","Adam","Aron","Psychology","3.2","3.9","54","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci03NDI5MDI=","742902","Richard","Carson","Economics","2.2","3.4","21","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci02NjU3NjA=","665760","Neal","Driscoll","Geology","4.3","1.8","21","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xNjIzMTQ2","1623146","William","Given","Writing","4","3.8","19","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yODYxNjEw","2861610","John","Cena","Mathematics","4.2","2.6","5","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNDgzMzU0","2483354","Colleen","McHugh","Chemistry","4","3.5","2","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xMjU0Mzcw","1254370","Thomas","Medvetz","Sociology","4","3","34","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNzY5ODgw","2769880","Mikhail","Belkin","Data Science","1","5","6","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0zMTA3NzAx","3107701","Eric","Thai","Political Science","4","2","1","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0zMTA3NjM1","3107635","David","Danks","Data Science","5","2","1","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xMjgxNTIw","1281520","David","Barner","Psychology","3.2","3.1","77","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xMDUyMDU=","105205","Elizabeth","Newsome","Fine Arts","3.3","2.3","55","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yMjA2MDQ=","220604","Yixiao","Sun","Economics","3.4","3.4","37","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yMjY2NTY2","2266566","Tamara","Smyth","Music","1.8","3.8","9","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yODU0MTEx","2854111","Praveen","Kumar","Biology","5","3","1","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci03NjAxMzI=","760132","Babak","Rahimi","Religion","4","2.2","85","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0zNTM4NDk=","353849","Ruben","Ortiz-Torres","Fine Arts","1.9","2.9","45","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xOTgyMjU5","1982259","Suckjoon","Jun","Physics","2.6","4.4","20","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0zMDQ3OTM4","3047938","Dehao","Dai","Mathematics","2.2","3.9","17","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNjcwNDgy","2670482","Itay","Budin","Chemistry","5","3.1","16","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci04ODE0MjI=","881422","Pei-Chia","Chen","Languages","4.8","2.4","16","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNzc0MTMx","2774131","Maria","Marchetto","Anthropology","5","1.2","5","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xNDA3OTg0","1407984","Larry","Herzog","Urban Studies","3.9","2.3","4","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xODY3MjM5","1867239","Marc","Garellek","Linguistics","4.8","2.9","13","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yOTk3NzYy","2997762","Seoyeon","Jang","Linguistics","4","2","1","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0xNDQzODc3","1443877","Joe","Hankins","Anthropology","4.7","2.5","19","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0zMDcxODUz","3071853","Noelia","Dominguez","Literature","4.8","1.5","4","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yODk4Mjk5","2898299","Gerardo","Perez Cavazos","Finance","5","3","1","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0zMTA3MDc1","3107075","Bria","Long","Psychology","5","3","1","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0yNzMyNTM3","2732537","Julia","Stauber","Chemistry","2.4","3.4","13","-1","","","","","","","","","","","","","","","","","","","","","",""
"VGVhY2hlci0zMDc3NTg4","3077588","Kathryn","Garcia","English","5","1.2","9","-1","","","","","","","","","","","","","","","","","","","","","",""
